ICD,Desc
Z49.01,Encounter for fitting and adjustment of extracorporeal dialysis catheter 
Z49.02,Encounter for fitting and adjustment of peritoneal dialysis catheter 
Z49.31,Encounter for adequacy testing for hemodialysis 
Z49.32,Encounter for adequacy testing for peritoneal dialysis 
Z49.32,Encounter for adequacy testing for peritoneal dialysis 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.0,Encounter for antineoplastic radiation therapy 
Z51.11,Encounter for antineoplastic chemotherapy 
Z51.12,Encounter for antineoplastic immunotherapy 
Z51.89,Encounter for other specified aftercare 
Z48.00,Encounter for change or removal of nonsurgical wound dressing 
Z48.01,Encounter for change or removal of surgical wound dressing 
Z48.02,Encounter for removal of sutures 
Z48.1,Encounter for planned postprocedural wound closure 
Z48.3,Aftercare following surgery for neoplasm 
Z48.89,Encounter for other specified surgical aftercare 
Z48.298,Encounter for aftercare following other organ transplant 
Z48.03,Encounter for change or removal of drains 
Z46.4,Encounter for fitting and adjustment of orthodontic device 
Z79.01,Long term (current) use of anticoagulants 
Z79.2,Long term (current) use of antibiotics 
Z79.02,Long term (current) use of antithrombotics/antiplatelets 
Z79.1,Long term (current) use of non-steroidal anti-inflammatories (NSAID) 
Z79.51,Long term (current) use of inhaled steroids 
Z79.82,Long term (current) use of aspirin 
Z79.4,Long term (current) use of insulin 
Z79.83,Long term (current) use of bisphosphonates 
Z79.891,Long term (current) use of opiate analgesic 
Z48.810,Encounter for surgical aftercare following surgery on the sense organs 
Z48.811,Encounter for surgical aftercare following surgery on the nervous system 
Z48.812,Encounter for surgical aftercare following surgery on the circulatory system 
Z48.813,Encounter for surgical aftercare following surgery on the respiratory system 
Z48.814,Encounter for surgical aftercare following surgery on the teeth or oral cavity 
Z48.816,Encounter for surgical aftercare following surgery on the genitourinary system 
Z48.817,Encounter for surgical aftercare following surgery on the skin and subcutaneous tissue 
Z48.89,Encounter for other specified surgical aftercare 
Z45.2,Encounter for adjustment and management of vascular access device 
Z46.82,Encounter for fitting and adjustment of non-vascular catheter 
Z51.81,Encounter for therapeutic drug level monitoring 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z52.000,Unspecified donor whole blood 
Z52.001,Unspecified donor stem cells 
Z52.008,Unspecified donor other blood 
Z52.10,Skin donor unspecified 
Z52.20,Bone donor unspecified 
Z52.3,Bone marrow donor 
Z52.4,Kidney donor 
Z52.5,Cornea donor 
Z52.6,Liver donor 
Z52.819,Egg (Oocyte) donor unspecified 
Z52.810,Egg (Oocyte) donor under age 35 anonymous recipient 
Z52.811,Egg (Oocyte) donor under age 35 designated recipient 
Z52.812,Egg (Oocyte) donor age 35 and over anonymous recipient 
Z52.813,Egg (Oocyte) donor age 35 and over designated recipient 
Z52.89,Donor of other specified organs or tissues 
Z52.9,Donor of unspecified organ or tissue 
Z59.0,Homelessness 
Z59.1,Inadequate housing 
Z59.5,Extreme poverty 
Z60.2,Problems related to living alone 
Z74.2,Need for assistance at home and no other household member able to render care 
Z75.5,Holiday relief care 
Z59.3,Problems related to living in residential institution 
Z62.21,Child in welfare custody 
Z59.8,Other problems related to housing and economic circumstances 
Z59.9,Problem related to housing and economic circumstances unspecified 
Z63.32,Other absence of family member 
Z63.8,Other specified problems related to primary support group 
Z63.5,Disruption of family by separation and divorce 
Z63.8,Other specified problems related to primary support group 
Z63.32,Other absence of family member 
Z63.32,Other absence of family member 
Z63.4,Disappearance and death of family member 
Z63.32,Other absence of family member 
Z63.8,Other specified problems related to primary support group 
Z71.89,Other specified counseling 
Z69.11,Encounter for mental health services for victim of spousal or partner abuse 
Z69.12,Encounter for mental health services for perpetrator of spousal or partner abuse 
Z71.89,Other specified counseling 
Z69.010,Encounter for mental health services for victim of parental child abuse 
Z69.011,Encounter for mental health services for perpetrator of parental child abuse 
Z71.89,Other specified counseling 
Z71.89,Other specified counseling 
Z71.89,Other specified counseling 
Z62.1,Parental overprotection 
Z63.79,Other stressful life events affecting family and household 
Z63.72,Alcoholism and drug addiction in family 
Z63.79,Other stressful life events affecting family and household 
Z63.6,Dependent relative needing care at home 
Z64.1,Problems related to multiparity 
Z64.0,Problems related to unwanted pregnancy 
Z64.0,Problems related to unwanted pregnancy 
Z63.8,Other specified problems related to primary support group 
Z63.9,Problem related to primary support group unspecified 
Z56.0,Unemployment unspecified 
Z56.9,Unspecified problems related to employment 
Z65.8,Other specified problems related to psychosocial circumstances 
Z65.5,Exposure to disaster war and other hostilities 
Z56.1,Change of job 
Z55.9,Problems related to education and literacy unspecified 
Z60.3,Acculturation difficulty 
Z65.3,Problems related to other legal circumstances 
Z53.1,Procedure and treatment not carried out because of patient's decision for reasons of belief and group pressure 
Z65.8,Other specified problems related to psychosocial circumstances 
Z63.4,Disappearance and death of family member 
Z69.021,Encounter for mental health services for perpetrator of non-parental child abuse 
R45.851,Suicidal ideations 
R45.850,Homicidal ideations 
Z65.8,Other specified problems related to psychosocial circumstances 
Z65.9,Problem related to unspecified psychosocial circumstances 
Z75.3,Unavailability and inaccessibility of health-care facilities 
Z75.0,Medical services not available in home 
Z75.1,Person awaiting admission to adequate facility elsewhere 
Z75.4,Unavailability and inaccessibility of other helping agencies 
Z75.3,Unavailability and inaccessibility of health-care facilities 
Z28.9,Immunization not carried out for unspecified reason 
Z28.01,Immunization not carried out because of acute illness of patient 
Z28.02,Immunization not carried out because of chronic illness or condition of patient 
Z28.03,Immunization not carried out because of immune compromised state of patient 
Z28.04,Immunization not carried out because of patient allergy to vaccine or component 
Z28.82,Immunization not carried out because of caregiver refusal 
Z28.21,Immunization not carried out because of patient refusal 
Z28.1,Immunization not carried out because of patient decision for reasons of belief or group pressure 
Z28.81,Immunization not carried out due to patient having had the disease 
Z28.09,Immunization not carried out because of other contraindication 
Z53.09,Procedure and treatment not carried out because of other contraindication 
Z53.29,Procedure and treatment not carried out because of patient's decision for other reasons 
Z53.8,Procedure and treatment not carried out for other reasons 
, 
, 
, 
Z76.3,Healthy person accompanying sick person 
Z76.81,Expectant parent(s) prebirth pediatrician visit 
Z71.0,Person encountering health services to consult on behalf of another person 
Z76.5,Malingerer [conscious simulation] 
Z71.3,Dietary counseling and surveillance 
Z71.9,Counseling unspecified 
Z71.89,Other specified counseling 
Z71.41,Alcohol abuse counseling and surveillance of alcoholic 
Z71.89,Other specified counseling 
Z71.7,Human immunodeficiency virus [HIV] counseling 
Z71.89,Other specified counseling 
Z46.81,Encounter for fitting and adjustment of insulin pump 
Z71.89,Other specified counseling 
Z71.1,Person with feared health complaint in whom no diagnosis is made 
Z76.89,Persons encountering health services in other specified circumstances 
Z71.9,Counseling unspecified 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
Z51.5,Encounter for palliative care 
Z51.89,Encounter for other specified aftercare 
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm 
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm 
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm 
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm 
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm 
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm 
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm 
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm 
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm 
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm 
Z08,Encounter for follow-up examination after completed treatment for malignant neoplasm 
Z02.71,Encounter for disability determination 
Z02.79,Encounter for issue of other medical certificate 
Z76.0,Encounter for issue of repeat prescription 
Z04.8,Encounter for examination and observation for other specified reasons 
Z04.9,Encounter for examination and observation for unspecified reason 
Z02.89,Encounter for other administrative examinations 
Z02.9,Encounter for administrative examinations unspecified 
